Player,Span,Start_Year,End_Year,Career_Lenght,Mat,Inns,NO,Runs,HS,HS_Numeric,HS_NotOut,Ave,BF,SR,100,50,0,4s,6s, Runs_Per_Match ,Century_Rate,Fifty_Rate,Consistency_Score
M Nasim Baras (AFG),2015-2015,2015,2015,0,3,1,0,1,1,1,0,1,2,50,0,0,0,0,0, 0.33 ,0.00,0.00,20.60
A Nathwani (Aut),2019-2019,2019,2019,0,5,1,1,1,1*,1,1,-,1,100,0,0,0,0,0, 0.20 ,0.00,0.00,#VALUE!
R Neale (LUX),2019-2019,2019,2019,0,3,2,0,1,1,1,0,0.5,6,16.66,0,0,1,0,0, 0.33 ,0.00,0.00,6.96
ML Nkala (ZIM),2006-2006,2006,2006,0,1,1,0,1,1,1,0,1,3,33.33,0,0,0,0,0, 1.00 ,0.00,0.00,13.93
MS Panesar (ENG),2007-2007,2007,2007,0,1,1,0,1,1,1,0,1,2,50,0,0,0,0,0, 1.00 ,0.00,0.00,20.60
SD Parry (ENG),2014-2015,2014,2015,1,5,1,0,1,1,1,0,1,1,100,0,0,0,0,0, 0.20 ,0.00,0.00,40.60
MDK Perera (SL),2011-2011,2011,2011,0,3,2,0,1,1,1,0,0.5,6,16.66,0,0,1,0,0, 0.33 ,0.00,0.00,6.96
DBL Powell (WI),2007-2007,2007,2007,0,5,1,1,1,1*,1,1,-,1,100,0,0,0,0,0, 0.20 ,0.00,0.00,#VALUE!
EC Rainsford (ZIM),2010-2010,2010,2010,0,2,1,1,1,1*,1,1,-,2,50,0,0,0,0,0, 0.50 ,0.00,0.00,#VALUE!
KB Ratilal (PNM),2019-2019,2019,2019,0,3,1,1,1,1*,1,1,-,2,50,0,0,0,0,0, 0.33 ,0.00,0.00,#VALUE!
EB Ringera (KENYA),2019-2019,2019,2019,0,1,1,0,1,1,1,0,1,3,33.33,0,0,0,0,0, 1.00 ,0.00,0.00,13.93
WJR Robertson (JER),2019-2019,2019,2019,0,6,2,2,1,1*,1,1,-,2,50,0,0,0,0,0, 0.17 ,0.00,0.00,#VALUE!
BA Sambo (Moz),2019-2019,2019,2019,0,2,1,1,1,1*,1,1,-,1,100,0,0,0,0,0, 0.50 ,0.00,0.00,#VALUE!
O Sam Arthur (CRC),2019-2019,2019,2019,0,3,2,1,1,1,1,0,1,1,100,0,0,0,0,0, 0.33 ,0.00,0.00,40.60
Sandeep Sharma (INDIA),2015-2015,2015,2015,0,2,1,1,1,1*,1,1,-,1,100,0,0,0,0,0, 0.50 ,0.00,0.00,#VALUE!
M Sarenac (Serb),2019-2019,2019,2019,0,2,1,0,1,1,1,0,1,2,50,0,0,0,0,0, 0.50 ,0.00,0.00,20.60
Sayed Shirzad (AFG),2015-2019,2015,2019,4,4,1,0,1,1,1,0,1,2,50,0,0,0,0,0, 0.25 ,0.00,0.00,20.60
ZK Shem (VAN),2019-2019,2019,2019,0,5,2,2,1,1*,1,1,-,4,25,0,0,0,0,0, 0.20 ,0.00,0.00,#VALUE!
PM Siddle (AUS),2009-2010,2009,2010,1,2,1,1,1,1*,1,1,-,1,100,0,0,0,0,0, 0.50 ,0.00,0.00,#VALUE!
KM Silva (),2019-2019,2019,2019,0,3,2,0,1,1,1,0,0.5,6,16.66,0,0,1,0,0, 0.33 ,0.00,0.00,6.96
Sohail Khan (PAK),2008-2017,2008,2017,9,5,1,1,1,1*,1,1,-,1,100,0,0,0,0,0, 0.20 ,0.00,0.00,#VALUE!
Sohrawordi Shuvo (BDESH),2010-2010,2010,2010,0,1,1,1,1,1*,1,1,-,3,33.33,0,0,0,0,0, 1.00 ,0.00,0.00,#VALUE!
AL Stephen (VAN),2019-2019,2019,2019,0,2,1,0,1,1,1,0,1,2,50,0,0,0,0,0, 0.50 ,0.00,0.00,20.60
EP Thompson (NZ),2008-2008,2008,2008,0,1,1,1,1,1*,1,1,-,1,100,0,0,0,0,0, 1.00 ,0.00,0.00,#VALUE!
RJW Topley (ENG),2015-2016,2015,2016,1,6,1,1,1,1*,1,1,-,2,50,0,0,0,0,0, 0.17 ,0.00,0.00,#VALUE!
TE Tucker (BMUDA),2008-2008,2008,2008,0,1,1,0,1,1,1,0,1,5,20,0,0,0,0,0, 1.00 ,0.00,0.00,8.60
T Turan (TKY),2019-2019,2019,2019,0,4,4,0,1,1,1,0,0.25,17,5.88,0,0,3,0,0, 0.25 ,0.00,0.00,2.50
R van der Merwe (Arg),2019-2019,2019,2019,0,5,2,2,1,1*,1,1,-,1,100,0,0,0,0,0, 0.20 ,0.00,0.00,#VALUE!
I Wardlaw (SCOT),2013-2013,2013,2013,0,4,1,0,1,1,1,0,1,3,33.33,0,0,0,0,0, 0.25 ,0.00,0.00,13.93
Wasim Ali (OMAN),2019-2019,2019,2019,0,1,1,0,1,1,1,0,1,4,25,0,0,0,0,0, 1.00 ,0.00,0.00,10.60
G Wijekoon (SL),2007-2007,2007,2007,0,3,2,1,1,1*,1,1,1,5,20,0,0,1,0,0, 0.33 ,0.00,0.00,8.60
JD Wildermuth (AUS),2018-2018,2018,2018,0,2,1,1,1,1*,1,1,-,1,100,0,0,0,0,0, 0.50 ,0.00,0.00,#VALUE!
Yamin Ahmadzai (AFG),2015-2015,2015,2015,0,2,1,1,1,1*,1,1,-,1,100,0,0,0,0,0, 0.50 ,0.00,0.00,#VALUE!
Zaki Ul Hassan (Belg),2019-2019,2019,2019,0,3,1,0,1,1,1,0,1,2,50,0,0,0,0,0, 0.33 ,0.00,0.00,20.60
Zeeshan Abbas (BAH),2019-2019,2019,2019,0,1,1,0,1,1,1,0,1,4,25,0,0,0,0,0, 1.00 ,0.00,0.00,10.60
Abdul Shakoor (ROM),2019-2019,2019,2019,0,2,1,0,0,0,0,0,0,3,0,0,0,1,0,0, -   ,0.00,0.00,0.00
AS Abioye (NGA),2019-2019,2019,2019,0,5,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
Aizaz Cheema (PAK),2011-2012,2011,2012,1,5,1,1,0,0*,0,1,-,3,0,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
C Akyuz (TKY),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,3,0,0,0,2,0,0, -   ,0.00,0.00,0.00
Ali Naqi (PORT),2019-2019,2019,2019,0,4,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
MA Aponso (SL),2018-2018,2018,2018,0,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
S Arachchige (ITA),2019-2019,2019,2019,0,4,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
Ashiqullah Said (Belg),2019-2019,2019,2019,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
SK Atai (PNG),2019-2019,2019,2019,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
MS Aulakh (CAN),2012-2013,2012,2013,1,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
CT Bancroft (AUS),2016-2016,2016,2016,0,1,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
M Bhanuka (SL),2019-2019,2019,2019,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
IDR Bradshaw (WI),2006-2006,2006,2006,0,1,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
DR Briggs (ENG),2012-2014,2012,2014,2,7,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
AF Buurman (NL),2010-2010,2010,2010,0,4,2,0,0,0,0,0,0,4,0,0,0,2,0,0, -   ,0.00,0.00,0.00
PP Chawla (INDIA),2010-2012,2010,2012,2,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
DO Christian (WI),2011-2011,2011,2011,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
I Civric (Serb),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
S Dalton (CZK-R),2019-2019,2019,2019,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
N Dipakkumar Patel (PNM),2019-2019,2019,2019,0,3,1,0,0,0,0,0,0,0,-,0,0,1,0,0, -   ,0.00,0.00,#VALUE!
JN Dorji (BHU),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,-,0,0,1,0,0, -   ,0.00,0.00,#VALUE!
Ehsan Nawaz (HKG),2014-2017,2014,2017,3,5,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
M Faheem (THAI),2019-2019,2019,2019,0,4,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
Fakhrul Mohon (PORT),2019-2019,2019,2019,0,4,1,0,0,0,0,0,0,0,-,0,0,1,0,0, -   ,0.00,0.00,#VALUE!
Fiaz Ahmad (KUW),2019-2019,2019,2019,0,3,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
GC Galanis (),2019-2019,2019,2019,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
Gershon Yusuf (NGA),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
L Gharasim (ROM),2019-2019,2019,2019,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
M Goonetilleke (MALTA),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
SM Harwood (AUS),2007-2009,2007,2009,2,3,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
T Henderson (SA),2006-2006,2006,2006,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
KC Hodsoll (BMUDA),2008-2008,2008,2008,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
Imran Khan (1) (PAK),2015-2015,2015,2015,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
P Kerai (KENYA),2019-2019,2019,2019,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
S Keshvani (CAN),2010-2010,2010,2010,0,2,1,1,0,0*,0,1,-,1,0,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
RN Lewis (WI),2008-2008,2008,2008,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0, -   ,0.00,0.00,0.00
CA Liyanage (Mald),2019-2019,2019,2019,0,2,2,1,0,0*,0,1,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
K Loday (BHU),2019-2019,2019,2019,0,1,1,1,0,0*,0,1,-,1,0,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
AJ McKay (NZ),2010-2010,2010,2010,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
GI Maiden (SCOT),2008-2008,2008,2008,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
OM Marshall (Peru),2019-2019,2019,2019,0,3,1,0,0,0,0,0,0,3,0,0,0,1,0,0, -   ,0.00,0.00,0.00
M Meade (Chile),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
A Mehmood (HKG),2016-2016,2016,2016,0,2,1,1,0,0*,0,1,-,1,0,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
Michael Nazir (MALTA),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
TS Mills (ENG/ICC),2016-2018,2016,2018,2,5,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
A Mishra (INDIA),2010-2017,2010,2017,7,10,1,0,0,0,0,0,0,0,-,0,0,1,0,0, -   ,0.00,0.00,#VALUE!
Mohameed Taiwo (NGA),2019-2019,2019,2019,0,2,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
Mohammad Kashif (NL),2010-2010,2010,2010,0,3,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
Mohammad Qazi (CAN),2008-2008,2008,2008,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
Mohammed Nadeem (QAT),2019-2019,2019,2019,0,15,2,2,0,0*,0,1,-,1,0,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
HJC Mol (NL),2008-2008,2008,2008,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
JK Mukhiya (NEPAL),2014-2015,2014,2015,1,4,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
Musa Shaheen (DEN),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0, -   ,0.00,0.00,0.00
T Muzarabani (ZIM),2015-2016,2015,2016,1,9,1,1,0,0*,0,1,-,2,0,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
Naveed Ahmed (CZK-R),2019-2019,2019,2019,0,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
Nawaf Ahmed (KUW),2019-2019,2019,2019,0,1,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
A Nel (SA),2005-2007,2005,2007,2,2,1,1,0,0*,0,1,-,2,0,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
AA Noffke (AUS),2007-2008,2007,2008,1,2,1,0,0,0,0,0,0,0,-,0,0,1,0,0, -   ,0.00,0.00,#VALUE!
Noor Momand (Belg),2019-2019,2019,2019,0,2,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
L Nussbaumer (GUE),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
A Orfila (GIBR),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
MM Patel (INDIA),2011-2011,2011,2011,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
PDRL Perera (SL),2006-2006,2006,2006,0,2,2,2,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
T Phaswana (Botsw),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0, -   ,0.00,0.00,0.00
Rahman Ademi (Serb),2019-2019,2019,2019,0,2,1,1,0,0*,0,1,-,4,0,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
DM Richards (WI),2009-2009,2009,2009,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
R Rivas (Chile),2019-2019,2019,2019,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
Rumman Raees (PAK),2016-2018,2016,2018,2,8,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
NA Saini (INDIA),2019-2019,2019,2019,0,5,1,1,0,0*,0,1,-,1,0,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
Sajid Liaqat (GER),2019-2019,2019,2019,0,2,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
K Santokie (WI),2011-2014,2011,2014,3,12,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
I Sawmy (DEN),2019-2019,2019,2019,0,2,2,1,0,0*,0,1,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
Shaheen Shah Afridi (PAK),2018-2019,2018,2019,1,10,1,1,0,0*,0,1,-,2,0,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
A Shahzad (ENG),2010-2011,2010,2011,1,3,1,1,0,0*,0,1,-,3,0,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
Shakeel Ansar (PAK),2012-2012,2012,2012,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
T Shamsi (SA),2017-2019,2017,2019,2,16,3,2,0,0*,0,1,0,5,0,0,0,1,0,0, -   ,0.00,0.00,0.00
B Shikongo (NAM),2019-2019,2019,2019,0,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
BA Simango (Moz),2019-2019,2019,2019,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
M Simmons (BMUDA),2019-2019,2019,2019,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
M Simpson-Parker (Aut),2019-2019,2019,2019,0,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
MS Sinclair (NZ),2005-2007,2005,2007,2,2,2,0,0,0,0,0,0,5,0,0,0,2,0,0, -   ,0.00,0.00,0.00
S Singh (PORT),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,9,0,0,0,1,0,0, -   ,0.00,0.00,0.00
L Sipamla (SA),2019-2019,2019,2019,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
S Soosiyakumar (),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
ES Soto (CRC),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0, -   ,0.00,0.00,0.00
L Sreekumar (UAE),2017-2017,2017,2017,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
H Ssenyondo (UGA),2019-2019,2019,2019,0,4,1,1,0,0*,0,1,-,0,-,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
Taijul Islam (BDESH),2019-2019,2019,2019,0,2,1,1,0,0*,0,1,-,1,0,0,0,0,0,0, -   ,0.00,0.00,#VALUE!
Ziaur Rehman (Fin),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0, -   ,0.00,0.00,0.00
M Zondeki (SA),2006-2006,2006,2006,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0, -   ,0.00,0.00,0.00
Zulqarnain Haider (ESP),2019-2019,2019,2019,0,5,1,0,0,0,0,0,0,0,-,0,0,1,0,0, -   ,0.00,0.00,#VALUE!
YA Abdulla (SA),2009-2009,2009,2009,0,2,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Abdur Rauf (PAK),2008-2008,2008,2008,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RA Abolarin (NGA),2019-2019,2019,2019,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
F Achelam (UGA),2019-2019,2019,2019,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
GW Aldridge (NZ),2011-2011,2011,2011,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TR Ambrose (ENG),2008-2008,2008,2008,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A Anemogiannis (),2019-2019,2019,2019,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
S Aravind (INDIA),2015-2015,2015,2015,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JC Archer (ENG),2019-2019,2019,2019,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Arsalan Qadir (CAN),2010-2010,2010,2010,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Asad Ali (PAK),2013-2013,2013,2013,0,2,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Atif Ali Khan (UAE),2016-2016,2016,2016,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P Awana (INDIA),2012-2012,2012,2012,0,2,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
LS Baker (WI),2008-2009,2008,2009,1,3,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
L Balaji (INDIA),2012-2012,2012,2012,0,5,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JT Ball (ENG),2018-2018,2018,2018,0,2,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
S Bantzas (),2019-2019,2019,2019,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TC Bastiampillai (CAN),2010-2010,2010,2010,0,2,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MD Bates (NZ),2012-2012,2012,2012,0,3,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
D Bau (PNG),2017-2017,2017,2017,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JP Behrendorff (AUS),2017-2019,2017,2019,2,7,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CC Blake (VAN),2019-2019,2019,2019,0,3,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
N Boje (SA),2005-2005,2005,2005,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SM Boland (AUS),2016-2016,2016,2016,0,3,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG Burnett (SCOT),2013-2013,2013,2013,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DK Butler (WI),2006-2006,2006,2006,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RD Chahar (INDIA),2019-2019,2019,2019,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
N Chejay (BHU),2019-2019,2019,2019,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
C Chete (MWI),2019-2019,2019,2019,0,2,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SR Clark (AUS),2006-2007,2006,2007,1,9,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MS Crane (ENG),2017-2017,2017,2017,0,2,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
D Daesrath (CAN),2013-2013,2013,2013,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M de Lange (SA),2012-2015,2012,2015,3,6,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SI de Saram (SL),2009-2009,2009,2009,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
BJ Diamanti (NZ),2009-2009,2009,2009,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
V Dikov (),2019-2019,2019,2019,0,3,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
K Dorji (BHU),2019-2019,2019,2019,0,2,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PS Eaglestone (IRE),2010-2010,2010,2010,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
BT Foakes (ENG),2019-2019,2019,2019,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
BC Fortuin (SA),2019-2019,2019,2019,0,2,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O Fournier (CRC),2019-2019,2019,2019,0,2,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
R Frylinck (SA),2017-2018,2017,2018,1,3,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
ST Gabriel (WI),2013-2013,2013,2013,0,2,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Garret Banner (Blz),2019-2019,2019,2019,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B Geeves (AUS),2009-2009,2009,2009,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
S Goud (CZK-R),2019-2019,2019,2019,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
D Gough (ENG),2005-2006,2005,2006,1,2,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
HF Gurney (ENG),2014-2014,2014,2014,0,2,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Hamza Tahir (SCOT),2018-2019,2018,2019,1,11,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SJ Harmison (ENG),2005-2006,2005,2006,1,2,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RJ Hatchman (GIBR),2019-2019,2019,2019,0,1,-,-,-,-,#VALUE!,0,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
